,id,original_title,popularity,title,vote_average,vote_count,0,1,2,3,4,5,6,7
8910,8677,The Bourne Identity,1.723682,The Bourne Identity,6.1,28.0,Action,Drama,Mystery,Thriller,,,,
8911,26369,Cannibal Women in the Avocado Jungle of Death,0.807143,Cannibal Women in the Avocado Jungle of Death,4.4,12.0,Horror,Comedy,Adventure,,,,,
8912,11513,Cobra Verde,6.115623,Cobra Verde,6.6,28.0,Adventure,Drama,,,,,,
8913,40844,Comic Book Confidential,1.6878380000000002,Comic Book Confidential,6.8,6.0,Documentary,,,,,,,
8914,49314,Dominick and Eugene,2.818797,Dominick and Eugene,6.1,16.0,Drama,,,,,,,
8915,41959,Jack's Back,2.06747,Jack's Back,5.8,13.0,Horror,Thriller,,,,,,
8916,16296,Killer Klowns from Outer Space,6.9068309999999995,Killer Klowns from Outer Space,5.8,161.0,Comedy,Horror,Science Fiction,,,,,
8917,13192,Moonwalker,15.276746,Moonwalker,6.0,126.0,Fantasy,Music,,,,,,
8918,18917,Neco z Alenky,7.906525,Alice,7.3,60.0,Animation,Comedy,Fantasy,Horror,,,,
8919,116345,Pascali's Island,0.948693,Pascali's Island,6.0,2.0,Drama,,,,,,,
8920,48309,Prison,11.582419,Prison,6.7,27.0,Crime,Drama,Horror,Thriller,,,,
8921,93457,Split Decisions,0.8375090000000001,Split Decisions,5.3,6.0,Drama,,,,,,,
8922,41967,Tales from the Gimli Hospital,0.003553,Tales from the Gimli Hospital,7.4,6.0,Fantasy,Horror,,,,,,
8923,47795,Τοπίο στην ομίχλη,2.1275939999999998,Landscape in the Mist,7.6,27.0,Drama,,,,,,,
8924,4271,La Vie est un long fleuve tranquille,4.520077,Life Is a Long Quiet River,6.8,74.0,Comedy,,,,,,,
8925,41949,A World Apart,6.410191,A World Apart,5.4,7.0,Drama,Foreign,,,,,,
8926,114524,Common Threads: Stories from the Quilt,0.544277,Common Threads: Stories from the Quilt,10.0,2.0,History,Documentary,,,,,,
8927,16859,魔女の宅急便,12.220581,Kiki's Delivery Service,7.6,768.0,Animation,Adventure,Drama,Fantasy,,,,
8928,38695,Monsieur Hire,1.561092,Monsieur Hire,7.2,29.0,Crime,Drama,,,,,,
8929,2927,Moon 44,5.854206,Moon 44,5.0,32.0,Science Fiction,,,,,,,
8930,41939,Rikyu,0.28039400000000003,Rikyu,7.5,4.0,Drama,Foreign,,,,,,
8931,85556,Speaking Parts,1.132456,Speaking Parts,5.8,6.0,Drama,,,,,,,
8932,119324,Prime Suspect,2.104104,Prime Suspect,7.5,19.0,Crime,,,,,,,
8933,26936,３－４Ｘ１０月,1.9611939999999999,Boiling Point,6.6,38.0,Crime,Action,Comedy,,,,,
8934,25943,Almost an Angel,2.862209,Almost an Angel,5.6,23.0,Fantasy,Comedy,Science Fiction,,,,,
8935,71373,Black Rainbow,0.621116,Black Rainbow,6.6,8.0,Mystery,Thriller,Fantasy,Horror,,,,
8936,9768,Cry-Baby,8.290384,Cry-Baby,6.4,289.0,Comedy,Music,,,,,,
8937,11909,牒血街頭,3.9906330000000003,Bullet in the Head,7.7,52.0,Thriller,Crime,Drama,,,,,
8938,60778,Downtown,1.026053,Downtown,5.9,9.0,Action,Adventure,Comedy,Thriller,,,,
8939,27274,Frankenhooker,5.097791,Frankenhooker,5.7,65.0,Comedy,Horror,Science Fiction,,,,,
8940,110838,The Garden,1.177019,The Garden,7.1,8.0,Drama,,,,,,,
8941,10485,Ghost Dad,3.5010000000000003,Ghost Dad,4.5,51.0,Comedy,Family,Fantasy,,,,,
8942,9569,Hard to Kill,7.176601,Hard to Kill,5.6,141.0,Action,Thriller,,,,,,
8943,22189,Havana,10.10753,Havana,5.5,20.0,Drama,Romance,,,,,,
8944,71805,Håkon Håkonsen,0.792706,Shipwrecked,6.1,14.0,Adventure,Family,,,,,,
8945,7975,I Hired a Contract Killer,2.894405,I Hired a Contract Killer,7.0,31.0,Comedy,Drama,,,,,,
8946,41821,菊豆,3.499907,Ju Dou,7.2,25.0,Drama,Romance,,,,,,
8947,21344,The Krays,2.545697,The Krays,5.6,34.0,Drama,Crime,History,,,,,
8948,9399,Lionheart,4.619068,Lionheart,5.9,179.0,Action,Thriller,,,,,,
8949,31597,Narrow Margin,9.382971000000001,Narrow Margin,5.6,30.0,Action,Thriller,Crime,Mystery,,,,
8950,30017,کلوزآپ ، نمای نزدیک,2.972346,Close-Up,8.0,53.0,Crime,Documentary,Drama,,,,,
8951,11131,Nuns on the Run,2.615488,Nuns on the Run,5.5,41.0,Comedy,,,,,,,
8952,14571,機動警察パトレイバー 劇場版,2.9577310000000003,Patlabor: The Movie,6.6,27.0,Action,Animation,Science Fiction,,,,,
8953,21168,The Reflecting Skin,3.918167,The Reflecting Skin,6.7,41.0,Drama,Horror,Thriller,,,,,
8954,59058,Riff-Raff,1.501241,Riff-Raff,6.4,22.0,Comedy,Drama,,,,,,
8955,1662,State of Grace,9.411171000000001,State of Grace,6.5,73.0,Drama,Action,Thriller,Crime,,,,
8956,6444,Tatie Danielle,2.4674840000000002,Auntie Danielle,6.5,38.0,Comedy,Drama,,,,,,
8957,71642,Tempo di uccidere,0.188826,Time to Kill,5.8,4.0,War,Drama,,,,,,
8958,31923,"Welcome Home, Roxy Carmichael",2.935552,"Welcome Home, Roxy Carmichael",6.2,27.0,Drama,Comedy,,,,,,
8959,20562,35 Up,0.9303969999999999,35 Up,7.7,8.0,Documentary,Foreign,,,,,,
8960,18311,阿飛正傳,6.2422629999999995,Days of Being Wild,7.3,85.0,Crime,Drama,Romance,,,,,
8961,48448,Across the Tracks,1.437157,Across the Tracks,5.5,17.0,Drama,,,,,,,
8962,1483,Begotten,2.5920520000000002,Begotten,5.0,64.0,Fantasy,Horror,,,,,,
8963,41783,Bian zou bian chang,0.071589,Life on a String,7.0,2.0,Drama,Foreign,,,,,,
8964,28553,Cadence,5.450197,Cadence,6.4,21.0,Drama,,,,,,,
8965,58648,Closet Land,1.456755,Closet Land,6.6,11.0,Drama,,,,,,,
8966,36337,Delusion,0.156722,Delusion,4.8,3.0,Crime,,,,,,,
8967,68773,Dollman,1.8297400000000001,Dollman,5.5,16.0,Action,Comedy,Crime,Science Fiction,,,,
8968,25330,Dutch,8.237799,Dutch,6.4,66.0,Comedy,,,,,,,
8969,22423,Guilty by Suspicion,2.458952,Guilty by Suspicion,5.9,29.0,Drama,Thriller,,,,,,
8970,4539,Hearts of Darkness: A Filmmaker's Apocalypse,4.6171169999999995,Hearts of Darkness: A Filmmaker's Apocalypse,8.0,61.0,Documentary,,,,,,,
8971,22792,High Strung,3.019717,High Strung,5.4,10.0,Comedy,,,,,,,
8972,22828,Homicide,7.571853,Homicide,5.9,32.0,Drama,Crime,,,,,,
8973,12776,Johnny Stecchino,10.161042,Johnny Stecchino,7.4,190.0,Comedy,,,,,,,
8974,31696,A Kiss Before Dying,6.073468,A Kiss Before Dying,5.6,17.0,Mystery,Thriller,Crime,,,,,
8975,17467,力王,4.288435,Riki-Oh: The Story of Ricky,6.8,67.0,Comedy,Action,Thriller,,,,,
8976,36351,Light Sleeper,7.468807000000001,Light Sleeper,5.7,15.0,Drama,Crime,,,,,,
8977,47252,The Linguini Incident,0.073196,The Linguini Incident,8.0,2.0,Comedy,Crime,,,,,,
8978,34376,Mannequin Two: On the Move,2.62835,Mannequin Two: On the Move,4.6,28.0,Fantasy,Comedy,Science Fiction,Romance,,,,
8979,15080,おもひでぽろぽろ,10.831775,Only Yesterday,7.0,152.0,Animation,Drama,Romance,,,,,
8980,39233,Once Around,0.869616,Once Around,5.8,15.0,Comedy,Drama,Romance,,,,,
8981,6463,Other People's Money,2.1294419999999996,Other People's Money,6.1,34.0,Comedy,Drama,,,,,,
8982,14362,Out for Justice,6.892056,Out for Justice,5.9,113.0,Action,Thriller,Crime,,,,,
8983,5048,Prospero's Books,1.572239,Prospero's Books,6.5,27.0,Drama,Fantasy,,,,,,
8984,9588,Quigley Down Under,12.620366,Quigley Down Under,6.5,120.0,Romance,Action,Adventure,Western,Drama,,,
8985,41792,Rubin and Ed,0.523904,Rubin and Ed,7.0,6.0,Drama,Comedy,,,,,,
8986,25674,Shout,1.393986,Shout,5.0,6.0,Drama,Romance,,,,,,
8987,53688,Stinsen brinner... filmen alltså,0.07483200000000001,Stinsen brinner... filmen alltså,5.8,2.0,,,,,,,,
8988,21338,Stone Cold,4.173455000000001,Stone Cold,5.6,35.0,Action,Crime,Thriller,,,,,
8989,123778,Strangers in Good Company,0.0005780000000000001,Strangers in Good Company,7.0,4.0,Drama,,,,,,,
8990,94666,Surviving Desire,0.306365,Surviving Desire,7.2,6.0,Comedy,Drama,Romance,,,,,
8991,41804,Tous les matins du monde,1.861979,All the Mornings of the World,6.3,29.0,Drama,Romance,History,,,,,
8992,147164,Цареубийца,0.539697,Assassin of the Tsar,6.3,6.0,History,Drama,,,,,,
8993,23438,Wild Hearts Can't Be Broken,6.254894999999999,Wild Hearts Can't Be Broken,7.4,25.0,Drama,Family,,,,,,
8994,215993,Prime Suspect 2,1.874711,Prime Suspect 2,7.2,14.0,Drama,Crime,TV Movie,,,,,
8995,97044,Aileen Wuornos: The Selling of a Serial Killer,1.138615,Aileen Wuornos: The Selling of a Serial Killer,7.1,17.0,Documentary,Foreign,,,,,,
8996,29904,Barbarian Queen II: The Empress Strikes Back,1.358164,Barbarian Queen II: The Empress Strikes Back,3.2,3.0,Action,Adventure,Fantasy,,,,,
8997,13995,Captain America,11.228156,Captain America,4.5,87.0,Action,Science Fiction,War,,,,,
8998,11198,城市獵人,8.087053,City Hunter,6.3,68.0,Action,Adventure,Comedy,Romance,,,,
8999,41678,Balanţa,0.515354,The Oak,5.9,6.0,Comedy,Drama,,,,,,
9000,75145,Citizen Cohn,0.209787,Citizen Cohn,7.3,3.0,Drama,,,,,,,
9001,186809,Crossing The Bridge,1.230968,Crossing The Bridge,6.5,7.0,Drama,,,,,,,
9002,19143,Diggstown,3.622179,Diggstown,6.5,31.0,Action,Comedy,Drama,,,,,
9003,27381,Innocent Blood,4.046861,Innocent Blood,6.2,57.0,Comedy,Horror,Thriller,Crime,,,,
9004,45145,Johnny Suede,2.010262,Johnny Suede,4.8,14.0,Comedy,Romance,,,,,,
9005,11621,紅の豚,8.083039999999999,Porco Rosso,7.6,563.0,Comedy,Animation,Adventure,,,,,
9006,47714,Il ladro di bambini,1.231096,The Stolen Children,7.1,17.0,Drama,,,,,,,
9007,19087,LadyBugs,2.3868169999999997,LadyBugs,5.3,35.0,Comedy,Family,,,,,,
9008,40082,The Mambo Kings,4.705045,The Mambo Kings,5.9,32.0,Drama,Music,,,,,,
9009,36288,Night and the City,2.853018,Night and the City,5.2,16.0,Thriller,Comedy,Crime,Drama,,,,
9010,38143,秋菊打官司,2.063614,The Story of Qiu Ju,7.2,27.0,Comedy,Drama,,,,,,
9011,31962,Shining Through,5.8603190000000005,Shining Through,6.2,34.0,Drama,Romance,Thriller,,,,,
9012,22590,Sidekicks,2.489661,Sidekicks,4.9,41.0,Action,Adventure,Drama,Family,,,,
9013,41777,Tito i ja,0.445655,Tito and Me,7.5,11.0,Comedy,,,,,,,
9014,48150,Un Cœur en Hiver,2.319313,A Heart in Winter,7.5,32.0,Drama,Romance,,,,,,
9015,41778,Visions of Light,0.018596,Visions of Light,7.0,12.0,Documentary,,,,,,,
9016,40213,新龍門客棧,3.677943,New Dragon Gate Inn,7.4,23.0,Action,,,,,,,
9017,83761,زندگی و دیگر هیچ,1.1834770000000001,Life and Nothing More...,6.9,17.0,Adventure,Drama,,,,,,
9018,34683,Änglagård,1.43749,House of Angels,5.3,15.0,Comedy,,,,,,,
9019,47350,Return to Lonesome Dove,0.782922,Return to Lonesome Dove,6.4,10.0,Drama,Western,,,,,,
9020,25684,American Ninja 5,1.3221049999999999,American Ninja 5,4.1,24.0,Action,Thriller,,,,,,
9021,5051,The Baby of Mâcon,4.4653599999999996,The Baby of Mâcon,7.3,21.0,Drama,History,,,,,,
9022,14135,Bad Boy Bubby,10.521204,Bad Boy Bubby,7.1,72.0,Crime,Drama,,,,,,
9023,18817,白髮魔女傳,3.635789,The Bride with White Hair,6.2,25.0,Adventure,Fantasy,Drama,Action,Science Fiction,,,
9024,27678,Barbarians at the Gate,1.6856970000000002,Barbarians at the Gate,6.8,12.0,Comedy,Drama,,,,,,
9025,83599,Calendar,0.730484,Calendar,6.9,5.0,Comedy,Drama,Romance,,,,,
9026,16437,Cyborg 2,4.456003,Cyborg 2,3.9,34.0,Action,Adventure,Science Fiction,,,,,
9027,251732,Deadly Advice,0.063417,Deadly Advice,0.0,0.0,,,,,,,,
9028,17811,Fong Sai Yuk juk jaap,2.649091,The Legend II,6.4,25.0,Adventure,Action,Comedy,Foreign,,,,
9029,12088,Fortress,5.970749,Fortress,5.7,171.0,Action,Thriller,Science Fiction,,,,,
9030,96712,Xi meng ren sheng,0.102332,The Puppetmaster,6.6,9.0,Mystery,Drama,War,,,,,
9031,48706,Josh and S.A.M.,0.768367,Josh and S.A.M.,5.0,4.0,Adventure,Action,Comedy,,,,,
9032,47105,Latcho Drom,1.034063,Latcho Drom,6.3,10.0,Music,Documentary,,,,,,
9033,30366,Leningrad Cowboys Meet Moses,0.5489890000000001,Leningrad Cowboys Meet Moses,6.1,7.0,Adventure,Comedy,Music,,,,,
9034,19371,Mr. Nanny,3.91475,Mr. Nanny,4.8,44.0,Family,Comedy,Action,,,,,
9035,41661,The Night We Never Met,1.132307,The Night We Never Met,5.6,7.0,Romance,Comedy,Drama,,,,,
9036,35610,Philadelphia Experiment II,1.155075,Philadelphia Experiment II,5.0,15.0,Science Fiction,,,,,,,
9037,67595,The Positively True Adventures of the Alleged Texas Cheerleader Murdering Mom,0.783454,The Positively True Adventures of the Alleged Texas Cheerleader Murdering Mom,6.7,6.0,Comedy,Drama,,,,,,
9038,12664,The Snapper,1.14168,The Snapper,6.3,21.0,Comedy,Drama,,,,,,
9039,7500,Sonatine,5.167934,Sonatine,7.3,91.0,Action,Crime,Thriller,,,,,
9040,20339,Splitting Heirs,3.2707599999999997,Splitting Heirs,4.6,22.0,Comedy,,,,,,,
9041,11143,太极张三丰,3.193491,Tai-Chi Master,7.0,61.0,Action,Comedy,Drama,Thriller,,,,
9042,5187,Three of Hearts,4.689827999999999,Three of Hearts,3.9,8.0,Comedy,Drama,Romance,,,,,
9043,13519,The Stand,10.374919,The Stand,6.7,155.0,Adventure,Drama,Fantasy,Horror,,,,
9044,32764,71 Fragmente einer Chronologie des Zufalls,2.445019,71 Fragments of a Chronology of Chance,7.0,31.0,Drama,,,,,,,
9045,26877,赤裸羔羊,2.063454,Naked Killer,5.7,11.0,Action,Crime,Romance,,,,,
9046,59051,Dark Angel: The Ascent,0.31254299999999996,Dark Angel: The Ascent,4.7,6.0,Horror,Romance,,,,,,
9047,18998,Darkman II: The Return of Durant,4.3662220000000005,Darkman II: The Return of Durant,4.5,44.0,Action,Adventure,Science Fiction,Thriller,,,,
9048,18392,Embrace of the Vampire,4.537915,Embrace of the Vampire,5.0,34.0,Horror,Thriller,,,,,,
9049,8983,Felidae,2.2254669999999996,Felidae,6.3,31.0,Animation,Mystery,Thriller,,,,,
9050,41578,Floundering,0.45747899999999997,Floundering,5.6,4.0,Comedy,Romance,,,,,,
9051,17796,Freaked,3.256687,Freaked,6.0,28.0,Comedy,,,,,,,
9052,63097,Golden Gate,0.165679,Golden Gate,2.5,2.0,Crime,Drama,,,,,,
9053,17809,Jing wu ying xiong,5.986773,Fist of Legend,7.4,118.0,Action,,,,,,,
9054,271304,Paperback Romance,0.122025,Paperback Romance,6.5,1.0,Romance,Comedy,,,,,,
9055,18837,マクロスプラス　ＭＯＶＩＥ　ＥＤＩＴＩＯＮ,2.676365,Macross Plus: Movie Edition,7.2,26.0,Action,Adventure,Animation,Science Fiction,,,,
9056,11067,Major League II,7.989180999999999,Major League II,5.2,83.0,Comedy,,,,,,,
9057,10486,My Father the Hero,2.4595849999999997,My Father the Hero,5.1,38.0,Comedy,Family,Romance,,,,,
9058,58416,"Pidä huivista kiinni, Tatjana",0.471183,"Take Care of Your Scarf, Tatiana",7.2,12.0,Comedy,Romance,,,,,,
9059,35977,Pumpkinhead II: Blood Wings,2.138141,Pumpkinhead II: Blood Wings,4.6,34.0,Horror,,,,,,,
9060,19223,Una pura formalità,4.619676999999999,A Pure Formality,7.7,59.0,Crime,Thriller,,,,,,
9061,54804,Staggered,0.791416,Staggered,5.5,5.0,Comedy,Foreign,,,,,,
9062,18674,Zhong Nan Hai bao biao,2.8268009999999997,The Defender,6.5,32.0,Drama,Action,Thriller,,,,,
9063,152426,The Langoliers,12.215925,The Langoliers,6.0,158.0,Drama,Horror,Science Fiction,Mystery,Thriller,,,
9064,57221,Blood & Donuts,0.748734,Blood & Donuts,5.0,14.0,Horror,Action,Comedy,,,,,
9065,26830,Gonin,1.51489,Gonin,7.2,6.0,Action,Crime,Foreign,Thriller,,,,
9066,51038,Kivenpyörittäjän kylä,0.16156800000000002,Kivenpyörittäjän kylä,6.7,3.0,,,,,,,,
9067,30718,Last of the Dogmen,3.205275,Last of the Dogmen,7.2,34.0,Adventure,Mystery,Thriller,Western,,,,
9068,37797,耳をすませば,10.550235,Whisper of the Heart,7.7,349.0,Animation,Drama,Family,,,,,
9069,37062,The Passion of Darkly Noon,1.0350190000000001,The Passion of Darkly Noon,6.1,16.0,Mystery,Drama,Thriller,,,,,
9070,18665,鼠膽龍威,5.376026,High Risk,5.6,16.0,Action,Comedy,,,,,,
9071,12613,ストリートファイター II MOVIE,6.8782630000000005,Street Fighter II: The Animated Movie,6.7,34.0,Animation,Action,,,,,,
9072,21846,Trinity And Beyond: The Atomic Bomb Movie,2.3056259999999997,Trinity And Beyond: The Atomic Bomb Movie,6.9,14.0,Documentary,,,,,,,
9073,16233,Tromeo & Juliet,5.704337000000001,Tromeo & Juliet,6.0,39.0,Comedy,Drama,Romance,Thriller,,,,
9074,13063,Cannibal! The Musical,6.612589,Cannibal! The Musical,6.8,43.0,Comedy,History,Horror,,,,,
9075,37563,Conte d'été,2.207306,A Summer's Tale,7.0,23.0,Comedy,Drama,Romance,,,,,
9076,63054,Fetishes,0.900057,Fetishes,5.1,10.0,Documentary,,,,,,,
9077,41343,食神,1.8802919999999999,The God of Cookery,7.0,34.0,Comedy,,,,,,,
9078,27318,Jack Frost,5.764598,Jack Frost,5.3,48.0,Fantasy,Horror,Comedy,,,,,
9079,16003,Jägarna,2.310913,The Hunters,6.5,32.0,Thriller,Crime,Mystery,,,,,
9080,8214,Kauas pilvet karkaavat,4.294364,Drifting Clouds,7.1,33.0,Drama,,,,,,,
9081,30330,The Late Shift,1.913719,The Late Shift,5.8,17.0,Comedy,Drama,,,,,,
9082,29927,Lepa sela lepo gore,2.245575,"Pretty Village, Pretty Flame",8.0,28.0,Drama,War,,,,,,
9083,48709,Mon homme,1.25783,My Man,6.6,4.0,Comedy,Drama,Romance,,,,,
9084,37431,No Way Back,7.529758,No Way Back,5.0,12.0,Action,Crime,Thriller,,,,,
9085,100167,No Way Home,0.565625,No Way Home,7.6,5.0,Drama,,,,,,,
9086,2061,Pusher,6.160414,Pusher,6.8,162.0,Action,Crime,Drama,Thriller,,,,
9087,11210,Robinson Crusoe,8.739166,Robinson Crusoe,5.7,52.0,Action,Adventure,Drama,,,,,
9088,148478,Sairaan kaunis maailma,0.38014899999999996,Freakin' Beautiful World,7.0,1.0,Drama,,,,,,,
9089,27994,Sgt. Kabukiman N.Y.P.D.,1.202655,Sgt. Kabukiman N.Y.P.D.,6.1,16.0,Action,Comedy,Fantasy,,,,,
9090,2460,Tierra,1.5024870000000001,Earth,7.4,10.0,Drama,Romance,Science Fiction,,,,,
9091,12254,Emma,7.036457,Emma,6.7,34.0,TV Movie,Comedy,Drama,Romance,,,,
9092,55902,American Perfekt,0.039858,American Perfekt,5.0,1.0,Action,Thriller,,,,,,
9093,74097,Bikini Summer III: South Beach Heat,0.07182999999999999,Bikini Summer III: South Beach Heat,1.5,2.0,Comedy,,,,,,,
9094,16992,The Boxer,2.997734,The Boxer,6.7,44.0,Drama,Romance,,,,,,
9095,9956,The Brave,8.269506,The Brave,5.7,49.0,Drama,,,,,,,
9096,36702,Cremaster 5,0.881401,Cremaster 5,6.2,9.0,Drama,,,,,,,
9097,134458,Executive Target,1.086438,Executive Target,6.0,3.0,Action,Thriller,,,,,,
9098,26124,Face,2.135508,Face,6.0,13.0,Crime,Drama,Thriller,,,,,
9099,9092,Snow White: A Tale of Terror,4.584166000000001,Snow White: A Tale of Terror,6.0,62.0,Fantasy,Horror,,,,,,
9100,18415,Gummo,5.148375,Gummo,6.5,133.0,Drama,,,,,,,
9101,17629,Hamilton,2.526907,Hamilton,6.0,16.0,Action,Thriller,,,,,,
9102,116008,Chicago Cab,0.7132229999999999,Chicago Cab,5.7,3.0,Comedy,Drama,,,,,,
9103,37517,Kiss or Kill,0.289738,Kiss or Kill,4.2,3.0,Crime,Drama,,,,,,
9104,37673,المصير,0.395469,Destiny,6.9,9.0,Drama,History,,,,,,
9105,26103,Mean Guns,9.335084,Mean Guns,5.8,27.0,Action,Adventure,Crime,Thriller,,,,
9106,44641,Men with Guns,0.40774699999999997,Men with Guns,6.3,3.0,Action,Drama,Foreign,Thriller,,,,
9107,8765,Nirvana,3.376578,Nirvana,6.6,57.0,Thriller,Fantasy,Science Fiction,,,,,
9108,9845,Perdita Durango,2.919575,Dance with the Devil,6.2,39.0,Action,Thriller,,,,,,
9109,26644,Photographing Fairies,0.910451,Photographing Fairies,5.2,6.0,Mystery,Fantasy,Drama,,,,,
9110,36221,Posutoman burusu,0.6744,Postman Blues,6.6,8.0,Crime,Drama,Action,,,,,
9111,26215,Quicksilver Highway,2.503972,Quicksilver Highway,4.5,14.0,Horror,Thriller,,,,,,
9112,64559,Rien ne va plus,0.7600979999999999,The Swindle,6.4,5.0,Comedy,Crime,Thriller,,,,,
9113,28123,Safe House,1.1089879999999999,Safe House,5.9,7.0,Thriller,,,,,,,
9114,35638,"Sick: The Life and Death of Bob Flanagan, Supermasochist",0.49194499999999997,"Sick: The Life and Death of Bob Flanagan, Supermasochist",5.9,9.0,Documentary,,,,,,,
9115,9732,The Lion King 2: Simba's Pride,9.417261,The Lion King 2: Simba's Pride,6.7,1034.0,Animation,Family,Adventure,,,,,
9116,86913,Wishful Thinking,0.326778,Wishful Thinking,5.5,4.0,Comedy,Romance,,,,,,
9117,30983,From the Earth to the Moon,3.22315,From the Earth to the Moon,8.4,26.0,Documentary,Drama,,,,,,
9118,5470,Beowulf,7.745765,Beowulf,4.4,52.0,Action,Science Fiction,Thriller,Adventure,Horror,Fantasy,,
9119,10213,From Dusk Till Dawn 3: The Hangman's Daughter,4.839043,From Dusk Till Dawn 3: The Hangman's Daughter,4.6,79.0,Western,Horror,Thriller,,,,,
9120,19846,The Interview,2.882197,The Interview,6.8,32.0,Drama,,,,,,,
9121,50008,RKO 281,5.170505,RKO 281,6.3,14.0,History,Drama,,,,,,
9122,12095,From Dusk Till Dawn 2: Texas Blood Money,13.778042999999998,From Dusk Till Dawn 2: Texas Blood Money,4.4,114.0,Crime,Action,Horror,Thriller,,,,
9123,1283,"Torrente, el brazo tonto de la ley",3.809138,"Torrente, the Dumb Arm of the Law",6.2,52.0,Comedy,Crime,,,,,,
9124,35016,Koko Flanel,0.015894,Koko Flanel,5.7,11.0,Comedy,Romance,,,,,,
9125,95136,Bruno,0.368794,Bruno,7.4,8.0,Comedy,Drama,,,,,,
9126,44625,Dead Man's Curve,1.753232,Dead Man's Curve,5.1,20.0,Drama,Horror,Mystery,Thriller,,,,
9127,36282,極道戦国志 不動,1.647619,Fudoh: The New Generation,6.9,10.0,Action,Thriller,Crime,Foreign,,,,
9128,14533,Gia,9.632616,Gia,6.7,156.0,Drama,Romance,,,,,,
9129,9812,Thursday,4.311326,Thursday,7.0,84.0,Drama,Action,Crime,Thriller,,,,
9130,41992,Sofies verden,2.315688,Sophie's World,5.5,11.0,Fantasy,Drama,Family,,,,,
9131,88421,Wavelength,1.455266,Wavelength,6.1,15.0,Documentary,,,,,,,
9132,8697,我是誰,8.912291999999999,Who Am I?,6.6,178.0,Adventure,Action,Comedy,Thriller,,,,
9133,22140,Riget II,0.5531689999999999,The Kingdom II,6.7,10.0,Horror,Mystery,,,,,,
9134,7096,Merlin,9.30654,Merlin,6.0,47.0,Adventure,Drama,Fantasy,,,,,
9135,21039,Rogue Trader,3.2809839999999997,Rogue Trader,6.0,38.0,Drama,,,,,,,
9136,19850,Breast Men,8.190952000000001,Breast Men,5.0,21.0,TV Movie,Drama,Comedy,,,,,
9137,17263,A Murder of Crows,9.284563,A Murder of Crows,6.0,40.0,Action,Crime,Thriller,,,,,
9138,344,Bang Boom Bang - Ein todsicheres Ding,3.9319839999999995,"Bang, Boom, Bang",7.5,52.0,Crime,Action,Comedy,,,,,
9139,15805,Batman & Mr. Freeze: SubZero,4.5797349999999994,Batman & Mr. Freeze: SubZero,6.9,79.0,Animation,Action,Crime,,,,,
9140,14439,The Pentagon Wars,2.227719,The Pentagon Wars,6.8,12.0,Comedy,Drama,War,,,,,
9141,,,,,,,,,,,,,,
9142,13428,Two Hands,9.289588,Two Hands,6.4,48.0,Comedy,Crime,Thriller,,,,,
9143,27260,Brave New World,2.6109869999999997,Brave New World,6.5,13.0,Science Fiction,TV Movie,,,,,,
9144,11508,Addams Family Reunion,7.996397999999999,Addams Family Reunion,3.9,46.0,Comedy,Family,Fantasy,Thriller,TV Movie,,,
9145,67899,Thick as Thieves,1.2458120000000001,Thick as Thieves,5.3,12.0,Drama,Action,Comedy,Crime,,,,
9146,36105,Emporte-moi,0.440391,Set Me Free,6.7,3.0,Drama,Romance,,,,,,
9147,47186,Claire Dolan,1.2337850000000001,Claire Dolan,6.0,3.0,Drama,,,,,,,
9148,50173,Jigoku,1.612618,Jigoku,5.8,20.0,Horror,Drama,,,,,,
9149,57644,The Smashing Pumpkins: Vieuphoria,0.002987,The Smashing Pumpkins: Vieuphoria,0.0,0.0,Documentary,Music,,,,,,
9150,46817,La classe de neige,0.46812,The Class Trip,6.0,7.0,Mystery,Drama,,,,,,
9151,45935,海上花,1.409888,Flowers of Shanghai,7.5,16.0,Drama,,,,,,,
9152,47060,洞,0.578245,The Hole,7.2,16.0,Drama,Fantasy,Romance,,,,,
9153,84002,Про уродов и людей,0.557552,Of Freaks and Men,5.9,14.0,Comedy,Drama,,,,,,
9154,9943,Das merkwürdige Verhalten geschlechtsreifer Großstädter zur Paarungszeit,0.7633979999999999,Das merkwürdige Verhalten geschlechtsreifer Großstädter zur Paarungszeit,6.3,7.0,Comedy,,,,,,,
9155,23356,Purgatory,0.683658,Purgatory,4.4,8.0,Fantasy,Action,Western,Science Fiction,,,,
9156,55257,Juha,0.702021,Juha,6.8,9.0,Romance,Comedy,Drama,,,,,
9157,2487,修羅雪姫,7.228457000000001,Lady Snowblood,7.8,79.0,Action,Drama,Thriller,,,,,
9158,38821,Häjyt,0.5589999999999999,The Tough Ones,6.8,17.0,Drama,Action,,,,,,
9159,10429,Takedown,4.419472,Takedown,6.3,56.0,Action,Thriller,,,,,,
9160,17985,Bleeder,2.996721,Bleeder,7.1,34.0,Drama,Horror,Thriller,,,,,
9161,21210,दिल से,1.8911380000000002,Dil Se..,6.7,29.0,Drama,Romance,,,,,,
9162,54860,ボディガード牙,0.11601900000000001,The Bodyguard,3.7,3.0,Action,Thriller,,,,,,
9163,9597,Vidocq,11.195103999999999,Vidocq,5.8,133.0,Fantasy,Action,Thriller,Crime,Science Fiction,Mystery,,
9164,21644,Molokai: The Story of Father Damien,0.21397600000000003,Molokai: The Story of Father Damien,3.8,3.0,Drama,Foreign,,,,,,
